PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Dwight Howard,ORL,79,35.7,20.6,7.1,12.4,57.2,0,0,0,6.4,10.7,59.4,4.3,9.6,13.8,1.4,1,2.9,3,27
Paul Pierce,BOS,81,37.5,20.5,6.7,14.6,45.7,1.5,3.8,39.1,5.7,6.8,83,0.7,5,5.6,3.6,1,0.3,2.8,19.2
Al Harrington,NYK,73,34.9,20.1,7.3,16.6,43.9,2.3,6.4,36.4,3.2,4,79.3,1.4,4.9,6.2,1.4,1.2,0.3,2.2,16.9
Yao Ming,HOU,77,33.6,19.7,7.4,13.4,54.8,0,0,100,4.9,5.7,86.6,2.6,7.2,9.9,1.8,0.4,1.9,3,23.8
Richard Jefferson,MIL,82,35.8,19.6,6.5,14.9,43.9,1.4,3.6,39.7,5.1,6.3,80.5,0.7,3.9,4.6,2.4,0.8,0.2,2,16
Jason Terry,DAL,74,33.7,19.6,7.3,15.8,46.3,2.3,6.2,36.6,2.7,3,88,0.5,1.9,2.4,3.4,1.3,0.3,1.6,16.5
Tim Duncan,SAS,75,33.6,19.3,7.4,14.8,50.4,0,0,0,4.5,6.4,69.2,2.7,8,10.7,3.5,0.5,1.7,2.2,24.2
Rudy Gay,MEM,79,37.3,18.9,7.2,16,45.3,1.1,3.1,35.1,3.3,4.4,76.7,1.4,4.2,5.5,1.7,1.2,0.7,2.6,15.8
Pau Gasol,LAL,81,37,18.9,7.3,12.9,56.7,0,0,50,4.2,5.4,78.1,3.2,6.4,9.6,3.5,0.6,1,1.9,24.9
Andre Iguodala,PHI,82,39.9,18.8,6.6,14,47.3,1,3.2,30.7,4.6,6.4,72.4,1.1,4.6,5.7,5.3,1.6,0.4,2.7,20
O.J. Mayo,MEM,82,38,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,14.7
John Salmons,CHI,79,37.5,18.3,6.5,13.8,47.2,1.6,3.8,41.7,3.6,4.4,83,0.7,3.5,4.2,3.2,1.1,0.3,2.1,16.9
Ray Allen,BOS,79,36.4,18.2,6.3,13.2,48,2.5,6.2,40.9,3,3.2,95.2,0.8,2.7,3.5,2.8,0.9,0.2,1.7,16.8
LaMarcus Aldridge,POR,81,37.1,18.1,7.4,15.3,48.4,0.1,0.3,25,3.2,4.1,78.1,2.9,4.6,7.5,1.9,1,1,1.5,19.1
Mo Williams,CLE,81,35,17.8,6.5,13.9,46.7,2.3,5.2,43.6,2.6,2.8,91.2,0.6,2.9,3.4,4.1,0.9,0.1,2.2,16.4
Shaquille O'Neal,PHX,75,30,17.8,6.8,11.2,60.9,0,0,0,4.1,6.9,59.5,2.5,5.9,8.4,1.7,0.7,1.4,2.2,20.6
Rashard Lewis,ORL,79,36.2,17.7,6.1,13.8,43.9,2.8,7,39.7,2.8,3.4,83.6,1.2,4.6,5.7,2.6,1,0.6,2,17.4
Chauncey Billups,DEN,79,35.3,17.7,5.2,12.4,41.8,2.1,5,40.8,5.3,5.8,91.3,0.4,2.6,3,6.4,1.2,0.2,2.2,18.6
Nate Robinson,NYK,74,29.9,17.2,6.1,13.9,43.7,1.7,5.2,32.5,3.4,4,84.1,1.3,2.6,3.9,4.1,1.3,0.1,1.9,16.2
Mehmet Okur,UTA,72,33.5,17,6,12.3,48.5,1.3,2.8,44.6,3.8,4.6,81.7,1.7,6,7.7,1.7,0.8,0.7,1.8,18.9
Jason Richardson,PHX,72,33.5,16.8,6.5,13.5,47.7,1.8,4.5,39.7,2.1,2.8,76.9,1.1,3.4,4.4,2,1.1,0.4,1.3,15.7
Al Thornton,LAC,71,37.4,16.8,6.6,14.8,44.6,0.3,1.1,25.3,3.3,4.4,75.4,1.7,3.5,5.2,1.5,0.8,0.9,1.8,14
Hedo Turkoglu,ORL,77,36.6,16.8,5.5,13.3,41.3,1.7,4.9,35.6,4.1,5.1,80.7,0.6,4.7,5.3,4.9,0.8,0.2,2.6,16.6
Derrick Rose,CHI,81,37,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,17.1
Gerald Wallace,CHA,71,37.6,16.6,5.5,11.4,48,0.5,1.8,29.8,5.1,6.4,80.4,1.6,6.2,7.8,2.7,1.7,0.9,2.1,20.5
Jeff Green,OKC,78,36.8,16.5,6.1,13.7,44.6,1.2,3.2,38.9,3.1,3.9,78.8,1.5,5.1,6.7,2,1,0.4,2.2,16
Andre Miller,PHI,82,36.3,16.3,6,12.7,47.3,0.2,0.6,28.3,4.1,5,82.6,1.5,3,4.5,6.5,1.3,0.2,2.4,18.8
Randy Foye,MIN,70,35.6,16.3,5.7,14,40.7,1.6,4.4,36,3.3,3.9,84.6,0.5,2.6,3.1,4.3,1,0.4,2.1,14
Charlie Villanueva,MIL,78,26.9,16.2,6.2,14,44.7,1.1,3.3,34.5,2.6,3.1,83.8,2,4.7,6.7,1.8,0.6,0.7,1.8,16
Eric Gordon,LAC,78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2,2.6,2.8,1,0.4,2.1,13.8
David Lee,NYK,81,34.9,16,6.4,11.7,54.9,0,0,0,3.1,4.1,75.5,3.2,8.6,11.7,2.1,1,0.3,1.9,23
Steve Nash,PHX,74,33.6,15.7,5.8,11.5,50.3,1.5,3.3,43.9,2.6,2.8,93.3,0.3,2.8,3,9.7,0.7,0.1,3.4,20
Andrea Bargnani,TOR,78,31.4,15.4,5.5,12.3,45,1.5,3.7,40.9,2.8,3.4,83.1,0.9,4.4,5.3,1.2,0.4,1.2,1.7,14.6
Russell Westbrook,OKC,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,14.7
Thaddeus Young,PHI,75,34.4,15.3,6.3,12.8,49.5,0.7,2.2,34.1,1.9,2.5,73.5,1.9,3.2,5,1.1,1.3,0.3,1.6,14.4
JR Smith,DEN,81,27.7,15.2,5.2,11.7,44.6,2.2,5.6,39.7,2.5,3.4,75.4,0.5,3.1,3.7,2.8,1,0.2,1.9,13.7
T.J. Ford,IND,74,30.5,14.9,5.6,12.3,45.2,0.5,1.4,33.7,3.3,3.8,87.2,0.8,2.7,3.5,5.3,1.2,0.2,2.4,15.5
Mike Bibby,ATL,79,34.7,14.9,5.5,12.7,43.5,2.1,5.4,39,1.7,2.2,78.9,0.5,3,3.5,5,1.2,0.1,1.6,15.5
Nene,DEN,77,32.6,14.6,5.6,9.2,60.4,0,0.1,20,3.5,4.8,72.3,2.4,5.4,7.8,1.4,1.2,1.3,1.9,19.4
Wilson Chandler,NYK,82,33.4,14.4,5.5,12.9,43.2,1.3,3.8,32.8,2.1,2.6,79.5,1.1,4.3,5.4,2.1,0.9,0.9,1.7,14.2
Kelenna Azubuike,GSW,74,32.1,14.4,5.3,11.4,46.4,1.3,2.8,44.8,2.5,3.1,80.8,1.5,3.5,5,1.6,0.8,0.7,1.3,14.4
Troy Murphy,IND,73,34,14.3,5,10.5,47.5,2.2,4.9,45,2.1,2.5,82.6,2,9.8,11.8,2.4,0.8,0.5,1.6,22.2
Leandro Barbosa,PHX,70,24.4,14.2,5.2,10.8,48.2,1.3,3.4,37.5,2.4,2.8,88.1,0.5,2.1,2.6,2.3,1.2,0.1,1.3,13.1
Tayshaun Prince,DET,82,37.3,14.2,5.6,12.4,45,0.7,1.7,39.7,2.3,3,77.8,1.6,4.2,5.8,3.1,0.5,0.6,1.2,15.5
Raymond Felton,CHA,82,37.6,14.2,5.4,13.2,40.8,0.7,2.5,28.5,2.7,3.3,80.5,0.7,3.1,3.8,6.7,1.5,0.4,2.8,15.4
Michael Beasley,MIA,81,24.8,13.9,5.6,11.8,47.2,0.4,1,40.7,2.3,3,77.2,1.4,4.1,5.4,1,0.5,0.5,1.5,12.9
Ronnie Brewer,UTA,81,32.2,13.7,5.2,10.2,50.8,0.3,1,25.9,3,4.3,70.2,1.2,2.5,3.7,2.2,1.7,0.4,1.4,14
Paul Millsap,UTA,76,30.1,13.5,5.3,9.9,53.4,0,0.1,0,3,4.3,69.9,3.3,5.3,8.6,1.8,1,1,1.7,18.4
Rodney Stuckey,DET,79,31.9,13.4,5.1,11.6,43.9,0.3,1,29.5,2.9,3.7,80.3,0.9,2.6,3.5,4.9,1,0.1,2.2,13.5
Ryan Gomes,MIN,82,31.9,13.3,5.1,11.9,43.1,1.3,3.5,37.2,1.8,2.2,80.7,1.3,3.5,4.8,1.6,0.8,0.3,1.6,12
Boris Diaw,CHA,81,34,13.2,5.5,10.9,50.7,0.9,2.2,41.4,1.2,1.8,68.7,1.5,3.9,5.3,4.1,0.8,0.7,2.7,15.5
Emeka Okafor,CHA,82,32.8,13.2,5.3,9.4,56.1,0,0,0,2.7,4.5,59.3,3.4,6.7,10.1,0.6,0.6,1.7,1.8,18.5
Jarrett Jack,IND,82,33.1,13.1,4.7,10.4,45.3,1,2.7,35.3,2.7,3.2,85.2,0.5,2.8,3.4,4.1,1.1,0.2,2.2,13.5
Brook Lopez,NJN,82,30.5,13,5.5,10.3,53.1,0,0,0,2.1,2.6,79.3,2.7,5.4,8.1,1,0.5,1.8,1.8,17.4
Lou Williams,PHI,81,23.7,12.8,4.1,10.4,39.8,0.8,2.7,28.6,3.8,4.8,79,0.4,1.6,2,3,1,0.2,1.9,9.9
Travis Outlaw,POR,81,27.7,12.8,4.8,10.5,45.3,1.1,2.9,37.7,2.2,3,72.3,0.9,3.2,4.1,1,0.6,0.7,1.2,11.4
Luis Scola,HOU,82,30.3,12.7,5.2,9.7,53.1,0,0,0,2.4,3.1,76,2.4,6.3,8.8,1.5,0.8,0.1,1.5,17.1
Ramon Sessions,MIL,79,27.5,12.4,4.4,9.8,44.5,0.1,0.4,17.6,3.6,4.5,79.4,0.8,2.6,3.4,5.7,1.1,0.1,1.9,14.3
Flip Murray,ATL,80,24.7,12.2,4.4,9.9,44.7,1.1,3,36,2.2,2.9,76,0.3,1.8,2.1,2,1.1,0.2,1.6,9.8
Grant Hill,PHX,82,29.8,12,4.8,9.1,52.3,0.3,0.9,31.6,2.2,2.7,80.8,0.8,4.2,4.9,2.3,1.1,0.7,1.5,14.6
Rajon Rondo,BOS,80,33,11.9,4.8,9.5,50.5,0.2,0.6,31.3,2.2,3.4,64.2,1.3,4,5.2,8.2,1.9,0.1,2.6,18.8
Marc Gasol,MEM,82,30.7,11.9,4.3,8.1,53,0,0,0,3.4,4.6,73.3,2.5,4.9,7.4,1.7,0.8,1.1,2,15.9
Brad Miller,CHI,70,30,11.9,4.2,8.8,47.6,0.3,0.8,41.1,3.2,3.9,82.4,2.1,5.6,7.8,3.3,0.7,0.5,1.9,17.1
Roger Mason Jr.,SAS,82,30.4,11.8,4.3,10,42.5,2,4.8,42.1,1.3,1.4,89,0.2,2.9,3.1,2.1,0.5,0.1,1.2,10.5
D.J. Augustin,CHA,72,26.5,11.8,3.7,8.6,43,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,0.6,0,1.7,10.8
Rafer Alston,ORL,77,31.8,11.7,4.1,10.6,38.5,1.5,4.3,33.8,2,2.7,75,0.4,2.5,2.9,5.3,1.4,0.1,1.8,12.4
Hakim Warrick,MEM,82,24.7,11.6,4.1,8.5,49.1,0.1,0.3,21.7,3.2,4.6,71.1,1.6,3.4,5,0.8,0.6,0.5,1.2,11.6
Andres Nocioni,SAC,76,26.2,11.4,3.9,9.2,42.7,1.6,4.1,39.9,1.9,2.4,79.2,0.7,4,4.8,1.3,0.5,0.4,1.5,11.2
Spencer Hawes,SAC,77,29.3,11.4,4.8,10.4,46.6,0.5,1.5,34.8,1.2,1.8,66.2,1.9,5.2,7.1,1.9,0.6,1.2,2.1,14
Lamar Odom,LAL,78,29.7,11.3,4.4,9,49.2,0.4,1.3,32,2.1,3.3,62.3,2.3,5.9,8.2,2.6,1,1.3,1.8,16.8
Rasual Butler,NOH,82,31.9,11.2,4.2,9.8,43.3,1.7,4.4,39,1,1.3,78.2,0.6,2.7,3.3,0.9,0.6,0.7,0.7,10.3
Aaron Brooks,HOU,80,25,11.2,4,9.8,40.4,1.4,3.9,36.6,1.9,2.2,86.6,0.4,1.6,2,3,0.6,0.1,1.6,9.1
Chris Duhon,NYK,79,36.8,11.1,3.6,8.6,42.1,1.6,4.1,39.1,2.3,2.6,85.6,0.6,2.5,3.1,7.2,0.9,0.1,2.8,14.3
Kevin Love,MIN,81,25.3,11.1,3.9,8.5,45.9,0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1,0.4,0.6,1.5,15.3
Jason Thompson,SAC,82,28.1,11.1,4.3,8.7,49.7,0,0.1,0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,0.6,0.7,1.8,13.6
Beno Udrih,SAC,73,31.1,11,4.4,9.5,46.1,0.5,1.5,31,1.7,2.1,82,0.6,2.4,3,4.7,1.1,0.2,2.2,12.3
Mike Conley,MEM,82,30.6,10.9,3.9,8.9,44.2,1.1,2.6,40.6,2,2.4,81.7,0.3,3.1,3.4,4.3,1.1,0.1,1.7,12.6
Nick Young,WAS,82,22.4,10.9,4.1,9.2,44.4,0.7,2,34.1,2,2.4,85,0.4,1.5,1.8,1.2,0.5,0.2,1.1,8
Tyrus Thomas,CHI,79,27.5,10.8,3.9,8.6,45.1,0,0.1,33.3,3,3.8,78.3,1.9,4.6,6.4,1,1.2,1.9,1.6,14.1
Anthony Parker,TOR,80,33,10.7,4,9.4,42.6,1.2,3,39,1.5,1.8,83.4,0.6,3.4,4,3.4,1.3,0.2,1.4,12.3
Udonis Haslem,MIA,75,34.1,10.6,4.4,8.6,51.8,0,0,0,1.7,2.3,75.3,2.3,6,8.2,1.1,0.6,0.3,1.1,15.1
Rudy Fernandez,POR,78,25.6,10.4,3.4,8.1,42.5,2,5.1,39.9,1.5,1.8,83.9,0.6,2.1,2.7,2,0.9,0.2,1.1,10.1
Matt Barnes,PHX,77,27,10.2,3.7,8.8,42.3,1.5,4.4,34.3,1.3,1.8,74.3,1,4.4,5.5,2.8,0.7,0.3,1.7,12.3
Quentin Richardson,NYK,72,26.3,10.2,3.6,9.3,39.3,1.7,4.6,36.5,1.2,1.6,76.1,1,3.4,4.4,1.6,0.7,0.1,1,9.9
Craig Smith,MIN,74,19.7,10.1,3.9,6.9,56.2,0,0,0,2.3,3.4,67.7,1.3,2.5,3.8,1.1,0.4,0.3,1.4,10.1
Andray Blatche,WAS,71,24,10,4.2,8.9,47.1,0.1,0.3,23.8,1.6,2.3,70.4,1.8,3.5,5.3,1.7,0.7,1,1.6,11.8
Mario Chalmers,MIA,82,32,10,3.4,8.1,42,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,2,0.1,2,12.5
Derek Fisher,LAL,82,29.8,9.9,3.6,8.4,42.4,1.5,3.7,39.7,1.3,1.6,84.6,0.3,2,2.3,3.2,1.2,0.1,0.9,10.7
Linas Kleiza,DEN,82,22.2,9.9,3.5,7.9,44.7,1.1,3.3,32.6,1.8,2.5,72.5,1.1,2.9,4,0.8,0.4,0.2,1,9.2
Mike Miller,MIN,73,32.3,9.9,3.6,7.5,48.2,1.2,3.1,37.8,1.5,2,73.2,1,5.6,6.6,4.5,0.4,0.4,2,15.4
Sebastian Telfair,MIN,75,27.9,9.8,3.6,9.3,38.3,1,2.8,34.6,1.7,2.1,81.9,0.4,1.3,1.7,4.6,1,0.2,1.9,9.2
Keyon Dooling,NJN,77,26.9,9.7,3.4,7.8,43.6,1.3,3.1,42.1,1.6,2,82.5,0.3,1.7,2,3.5,0.9,0.1,1.4,10.2
Michael Finley,SAS,81,28.8,9.7,3.7,8.5,43.7,1.6,3.9,41.1,0.6,0.8,82.3,0.3,3,3.3,1.4,0.5,0.2,0.8,9.4
Luke Ridnour,MIL,72,28.2,9.6,3.5,8.6,40.3,0.8,2.2,35,1.8,2.1,86.9,0.5,2.6,3,5.1,1.3,0.2,1.8,11.9
C.J. Watson,GSW,77,24.5,9.5,3.3,7.3,45.7,0.6,1.6,40,2.2,2.5,87,0.5,2,2.5,2.7,1.2,0.1,1.2,10.5
Daequan Cook,MIA,75,24.4,9.1,3.2,8.6,37.5,2,5.3,38.7,0.7,0.7,87.5,0.3,2.3,2.5,0.9,0.5,0.1,0.6,7.2
CJ Miles,UTA,72,22.5,9.1,3.6,7.8,45.9,0.9,2.5,35.2,1.1,1.2,87.6,0.6,1.7,2.3,1.5,0.6,0.2,0.9,8.5
Kyle Korver,UTA,78,24,9,3.1,7.2,43.8,1.3,3.4,38.6,1.4,1.6,88.2,0.4,2.9,3.3,1.8,0.6,0.4,1.2,9.7
Jason Kidd,DAL,81,35.6,9,3.2,7.6,41.6,1.6,4,40.6,1.1,1.3,81.9,1,5.1,6.2,8.7,2,0.5,2.3,19.3
James Posey,NOH,75,28.5,8.9,2.9,7,41.2,1.5,4.2,36.9,1.6,1.9,82.2,0.5,4.3,4.8,1.1,0.8,0.3,1.1,10.4
Trevor Ariza,LAL,82,24.4,8.9,3.3,7.3,46,0.7,2.3,31.9,1.5,2.1,71,1.4,2.9,4.3,1.8,1.7,0.3,1.1,11.3
Jarvis Hayes,NJN,74,24.8,8.7,3.5,7.8,44.5,1.3,3.3,38.5,0.5,0.7,69.2,0.4,3.2,3.6,0.7,0.7,0.1,0.7,8.6
Anderson Varejao,CLE,81,28.5,8.6,3.3,6.2,53.6,0,0,0,1.9,3.1,61.6,2,5.1,7.2,1,0.9,0.8,1,13.4
Eddie House,BOS,81,18.3,8.5,3.1,6.9,44.5,1.9,4.2,44.4,0.5,0.7,79.2,0.1,1.8,1.9,1.1,0.8,0.1,0.7,7.8
Kendrick Perkins,BOS,76,29.6,8.5,3.6,6.3,57.7,0,0,0,1.3,2.1,60,2.7,5.5,8.1,1.3,0.3,2,2.2,14.5
Brandon Bass,DAL,81,19.4,8.5,3.1,6.3,49.6,0,0.1,0,2.2,2.6,86.7,1.6,2.9,4.5,0.5,0.3,0.7,1.1,10
Willie Green,PHI,81,22.6,8.5,3.5,8.1,43.5,0.6,2,31.7,0.8,1,72.9,0.4,1.2,1.6,2,0.7,0.2,0.8,7.1
Courtney Lee,ORL,77,25.2,8.4,3.2,7,45,1.1,2.6,40.4,1,1.2,83,0.2,2.1,2.3,1.2,1,0.2,0.9,8.1
Charlie Bell,MIL,70,25.5,8.4,3.1,7.5,41.4,1.2,3.4,36.3,0.9,1.1,82.5,0.5,1.5,1.9,2.2,0.7,0.1,1.1,7.6
Matt Bonner,SAS,81,23.8,8.2,3.3,6.6,49.6,1.5,3.3,44,0.2,0.3,73.9,1.2,3.6,4.8,1,0.6,0.3,0.5,11
Nick Collison,OKC,71,25.8,8.2,3.4,6,56.8,0,0,0,1.4,1.9,72.1,2.5,4.3,6.9,0.9,0.7,0.7,1,13.3
Jason Kapono,TOR,80,22.9,8.2,3.3,7.6,43.2,1.2,2.9,42.8,0.4,0.5,81,0.3,1.7,2,1.3,0.3,0,0.9,6.6
Brandon Rush,IND,75,24,8.1,3.2,7.7,42.3,1,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1,7.4
Bobby Simmons,NJN,71,24.4,7.8,2.8,6.2,44.9,1.6,3.7,44.7,0.6,0.8,74.1,1,2.9,3.9,1.3,0.7,0.1,0.9,9.4
Daniel Gibson,CLE,75,23.9,7.8,2.7,7,39.1,1.4,3.8,38.2,0.9,1.1,76.7,0.4,1.7,2.1,1.8,0.6,0.2,0.8,7.1
J.J. Barea,DAL,79,20.3,7.8,3.1,7.1,44.2,0.7,1.9,35.7,0.9,1.2,75.3,0.5,1.8,2.2,3.4,0.5,0.1,1.3,8.4
Marreese Speights,PHI,79,16,7.7,3.2,6.4,50.2,0,0.1,25,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,8.7
Leon Powe,BOS,70,17.5,7.7,2.5,4.8,52.4,0,0,0,2.6,3.8,68.9,2.1,2.9,4.9,0.7,0.3,0.5,1.1,9.6
Joey Graham,TOR,78,19.8,7.7,3,6.2,48.1,0,0.2,18.8,1.7,2.1,82.5,1.2,2.5,3.7,0.6,0.4,0.2,0.9,8.1
Kyle Lowry,HOU,77,21.8,7.6,2.5,5.6,43.5,0.3,1.3,25.5,2.4,2.9,80.1,0.3,2.1,2.5,3.6,0.9,0.2,1.5,9.4
Bobby Jackson,SAC,71,20.9,7.5,2.7,6.8,39.8,0.8,2.8,30.5,1.2,1.4,85.1,0.6,2.2,2.8,2,0.9,0.1,0.9,8
Darius Songaila,WAS,77,19.8,7.4,3.2,5.9,53.2,0,0,0,1,1.2,88.9,1,2,2.9,1.2,0.8,0.3,1,8.7
Luc Mbah a Moute,MIL,82,25.8,7.2,2.8,6,46.2,0,0,0,1.7,2.3,72.9,2.3,3.6,5.9,1.1,1.1,0.5,1.2,10.8
Jamario Moon,MIA,80,25.9,7.2,2.8,5.9,46.8,0.8,2.3,35.5,0.9,1,85,0.7,3.8,4.6,1.2,1.1,0.8,0.5,11
Maurice Evans,ATL,80,23,7.2,2.6,6,43.2,1.2,3.1,39.5,0.8,0.9,82.2,1.1,1.9,3,0.7,0.6,0.1,0.5,7.5
Roy Hibbert,IND,70,14.4,7.1,2.8,6,47.1,0,0,0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,7.9
Wally Szczerbiak,CLE,74,20.6,7,2.4,5.4,45,0.9,2.3,41.1,1.2,1.4,84.9,0.6,2.6,3.1,1.1,0.4,0.1,0.7,7.8
Glen Davis,BOS,76,21.5,7,2.6,5.9,44.2,0,0.1,40,1.7,2.3,73,1.6,2.4,4,0.9,0.7,0.3,0.9,7.9
Steve Novak,LAC,71,16.4,6.9,2.5,5.6,44.4,1.7,4,41.6,0.3,0.3,91.3,0.3,1.5,1.8,0.6,0.3,0.1,0.3,6.2
Vladimir Radmanovic,CHA,78,18.5,6.9,2.5,6,42.1,1.3,3.4,40.1,0.6,0.7,74.1,0.6,2.3,2.8,1,0.6,0.2,1.3,6.7
Rasho Nesterovic,IND,70,17.3,6.8,3.2,6.2,51.3,0,0,0,0.4,0.5,78.1,1.3,2.1,3.4,1.6,0.4,0.5,0.9,8.7
Joakim Noah,CHI,80,24.2,6.7,2.6,4.7,55.6,0,0,0,1.5,2.3,67.6,3.1,4.5,7.6,1.3,0.6,1.4,1,13.8
JaVale McGee,WAS,75,15.2,6.5,2.5,5.2,49.4,0,0,0,1.4,2.2,66,1.6,2.3,3.9,0.3,0.4,1,0.8,8
Samuel Dalembert,PHI,82,24.8,6.4,2.6,5.3,49.8,0,0,0,1.1,1.5,73.4,2.6,5.9,8.5,0.2,0.4,1.8,1.4,12.8
Chris Andersen,DEN,71,20.6,6.4,2.3,4.1,54.8,0,0.1,20,1.8,2.5,71.8,2.3,3.9,6.2,0.4,0.6,2.5,1,12.5
Zaza Pachulia,ATL,77,19.1,6.2,2.1,4.2,49.7,0,0,0,2.1,3,70.9,2.2,3.4,5.7,0.7,0.5,0.3,1.2,9.3
Jeff Foster,IND,74,24.7,6.1,2.4,4.8,50.1,0,0.1,28.6,1.3,2,65.8,2.9,4,6.9,1.8,0.7,0.7,1.2,11.9
Ronny Turiaf,GSW,79,21.5,5.9,2.4,4.6,50.8,0,0,0,1.2,1.6,79,1.1,3.4,4.6,2.1,0.4,2.1,0.9,11.7
Jason Maxiell,DET,78,18.1,5.8,2.4,4.1,57.5,0,0,0,1.1,2,53.2,2.2,2,4.2,0.3,0.3,0.8,0.6,8.1
Sasha Vujacic,LAL,80,16.2,5.8,1.9,5,38.7,1,2.8,36.3,0.9,1,92.1,0.2,1.5,1.7,1.4,1,0.1,0.4,6.3
George Hill,SAS,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1,6.1
Erick Dampier,DAL,80,23,5.7,2.3,3.5,65,0,0,0,1.1,1.8,63.8,2.7,4.4,7.1,1,0.3,1.2,0.9,12.4
Darrell Arthur,MEM,76,19.3,5.6,2.5,5.7,43.8,0,0,0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,7.9
Joel Przybilla,POR,82,23.8,5.5,2,3.3,62.5,0,0,0,1.4,2.1,66.3,2.5,6.3,8.7,0.3,0.4,1.2,1,13.3
Dahntay Jones,DEN,79,18.1,5.4,1.9,4.3,45.8,0.1,0.2,64.7,1.4,1.9,72.8,0.7,1.4,2.1,1,0.6,0.2,0.9,5.7
