PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Hanno Mottola,ATL,82,16.7,4.8,2.1,4.7,44,0,0.2,7.7,0.7,0.9,75,1,2.3,3.3,0.6,0.2,0.2,0.9,5.5
Adonal Foyle,GSW,79,18.8,4.8,2.2,4.9,44.4,0,0,0,0.5,1.2,39.8,1.9,3,4.9,0.5,0.5,2.1,1,8.4
Stacey Augmon,CHH,77,17.1,4.6,1.8,4.3,42.7,0,0,0,1,1.3,76.2,0.8,2.2,2.9,1.3,0.7,0.2,0.7,6.3
Slava Medvedenko,LAL,71,10.2,4.7,2,4.3,47.7,0,0.1,0,0.6,0.9,66.1,1.2,1,2.2,0.6,0.4,0.2,0.6,4.9
Vitaly Potapenko,BOS,79,17,4.6,1.7,3.8,45.5,0,0,0,1.1,1.5,74.2,2.1,2.3,4.4,0.4,0.5,0.2,0.8,6.8
Jason Collins,NJN,77,18.2,4.5,1.5,3.6,42.1,0,0,50,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,6.8
Bo Outlaw,PHX,83,23.2,4.5,2,3.6,55.5,0,0,50,0.5,1.2,42.2,1.8,2.6,4.4,1.5,0.8,1.1,1.2,8.9
Fred Hoiberg,CHI,79,17.8,4.4,1.5,3.7,41.6,0.3,1.2,26.1,1,1.2,84,0.2,2.4,2.7,1.7,0.8,0.1,0.4,6.8
Darvin Ham,MIL,70,17.2,4.3,1.7,3,56.9,0,0.1,14.3,0.9,1.8,50.4,1.3,1.6,2.9,1,0.4,0.5,1.2,5.8
Michael Curry,DET,82,23.2,4,1.5,3.4,45.3,0.1,0.3,26.9,0.9,1.1,79.1,0.2,1.9,2,1.5,0.6,0.1,0.7,5.5
Corie Blount,PHI,72,19.9,3.6,1.6,3.5,45.8,0,0,0,0.4,0.6,64.4,2.1,3,5.1,0.6,0.7,0.4,0.7,7.5
Raja Bell,PHI,74,12.1,3.4,1.4,3.2,42.9,0.2,0.6,27.3,0.5,0.6,75,0.4,1.1,1.5,1,0.3,0.1,0.6,3.6
Greg Ostertag,UTA,74,15,3.3,1.2,2.7,45.3,0,0,0,0.9,1.8,48.5,1.7,2.5,4.2,0.7,0.2,1.5,0.7,6.8
Sam Mitchell,MIN,74,9.8,3.3,1.3,3.1,43.2,0.1,0.5,28.6,0.5,0.7,77.6,0.2,0.9,1.1,0.6,0.2,0.1,0.4,3
Joel Przybilla,MIL,71,15.9,2.7,1.1,2,53.5,0,0,0,0.5,1.3,42.2,1.1,2.9,4,0.3,0.3,1.7,0.6,6.6
Ervin Johnson,MIL,81,20.5,2.6,1.1,2.4,46.1,0,0,0,0.4,0.8,45.5,1.8,4,5.8,0.3,0.5,1,0.6,7.8
